1.062972095803436332e+03 3.488526972193422448e+00
1.048572745040165501e+03 7.066748065815578006e-05
1.048855760648104706e+03 0.000000000000000000e+00
1.049138776256043911e+03 0.000000000000000000e+00
1.049421791863983344e+03 7.066748065815578006e-05
1.049704807471922550e+03 0.000000000000000000e+00
1.049987823079861755e+03 1.413349613163115601e-04
1.050270838687800961e+03 1.413349613161980170e-04
1.050553854295740393e+03 7.066748065815578006e-05
1.050836869903679599e+03 4.240048839489346803e-04
1.051119885511618804e+03 6.360073259234020476e-04
1.051402901119558010e+03 7.066748065809900581e-04
1.051685916727497442e+03 7.066748065815578548e-04
1.051968932335436648e+03 1.060012209872336891e-03
1.052251947943375853e+03 7.066748065815578548e-04
1.052534963551315059e+03 1.696019535795738721e-03
1.052817979159254264e+03 1.837354497110574086e-03
1.053100994767193697e+03 2.544029303693608191e-03
1.053384010375132902e+03 3.321371590933321852e-03
1.053667025983072108e+03 4.240048839489347562e-03
1.053950041591011313e+03 4.169381358827841354e-03
1.054233057198950746e+03 4.946723646070904333e-03
1.054516072806889952e+03 6.713410662524799295e-03
1.054799088414829157e+03 7.632087911080824572e-03
1.055082104022768362e+03 9.186772485552869780e-03
1.055365119630707795e+03 1.144813186662123686e-02
1.055648135238647001e+03 1.328548636373328741e-02
1.055931150846586206e+03 1.526417582216164914e-02
1.056214166454525412e+03 1.830287749046234647e-02
1.056497182062464617e+03 2.084690679413920417e-02
1.056780197670404050e+03 2.494562067232898930e-02
1.057063213278343255e+03 2.897366706984387183e-02
1.057346228886282461e+03 3.441506308052186963e-02
1.057629244494221666e+03 3.710042734550197951e-02
1.057912260102161099e+03 4.374317052739842837e-02
1.058195275710100304e+03 4.734721204096437736e-02
1.058478291318039510e+03 4.946723646070905200e-02
1.058761306925978715e+03 5.554463979726581568e-02
1.059044322533918148e+03 6.671010174129905768e-02
1.059327338141857354e+03 7.109148554210470428e-02
1.059610353749796559e+03 7.377684980711463059e-02
1.059893369357735764e+03 8.155027267951177328e-02
1.060176384965674970e+03 8.374096457984732400e-02
1.060459400573614403e+03 9.292773706547485801e-02
1.060742416181553608e+03 9.999448513129043092e-02
1.061025431789492814e+03 1.016198371864280164e-01
1.061308447397432019e+03 1.066372283130714027e-01
1.061591463005371452e+03 1.085452502909272782e-01
1.061874478613310657e+03 1.106652747106719459e-01
1.062157494221249863e+03 1.132799714950237097e-01
1.062440509829189068e+03 1.109479446332154451e-01
1.062723525437128501e+03 1.149053235501612952e-01
1.063006541045067706e+03 1.156826658374010136e-01
1.063289556653006912e+03 1.118666218818605979e-01
1.063572572260946117e+03 1.136333088983144946e-01
1.063855587868885323e+03 1.093225925780791641e-01
1.064138603476824755e+03 1.035278591641982243e-01
1.064421619084763961e+03 1.017611721477443276e-01
1.064704634692703166e+03 9.865180299878546777e-02
1.064987650300642372e+03 9.667311354027945114e-02
1.065270665908581805e+03 8.925302807125075344e-02
1.065553681516521010e+03 8.204494504411886935e-02
1.065836697124460215e+03 7.695688643673163909e-02
1.066119712732399421e+03 7.257550263592599249e-02
1.066402728340338626e+03 6.388340251492150013e-02
1.066685743948278059e+03 5.929001627219269988e-02
1.066968759556217265e+03 5.815933658166221043e-02
1.067251775164156470e+03 5.243527064835158680e-02
1.067534790772095675e+03 4.515652014052526364e-02
1.067817806380035108e+03 3.929111924593461230e-02
1.068100821987974314e+03 3.582841269368498144e-02
1.068383837595913519e+03 3.469773300315449199e-02
1.068666853203852725e+03 2.692431013073572077e-02
1.068949868811792157e+03 2.452161578838005576e-02
1.069232884419731363e+03 2.296693121390062930e-02
1.069515900027670568e+03 1.858554741309496883e-02
1.069798915635609774e+03 1.526417582216164914e-02
1.070081931243548979e+03 1.392149368964550396e-02
1.070364946851488412e+03 1.201347171188648331e-02
1.070647962459427617e+03 9.822779811483653076e-03
1.070930978067366823e+03 7.490752949764512524e-03
1.071213993675306028e+03 6.218738297912712425e-03
1.071497009283245461e+03 5.441396010677995200e-03
1.071780024891184667e+03 4.522718762121969924e-03
1.072063040499123872e+03 3.816043955540412286e-03
1.072346056107063077e+03 2.897366706982059444e-03
1.072629071715002510e+03 1.837354497112050336e-03
1.072912087322941716e+03 1.484017093821271300e-03
1.073195102930880921e+03 1.413349613163115710e-03
1.073478118538820127e+03 1.342682132504959686e-03
1.073761134146759332e+03 1.060012209871485141e-03
1.074044149754698765e+03 5.653398452652462405e-04
1.074327165362637970e+03 6.360073259234020476e-04
1.074610180970577176e+03 5.653398452652462405e-04
1.074893196578516381e+03 2.826699226323960341e-04
1.075176212186455814e+03 1.413349613163115601e-04
1.075459227794395019e+03 1.413349613163115601e-04
1.075742243402334225e+03 3.533374032907789274e-04
1.076025259010273430e+03 2.120024419742970391e-04
1.076308274618212863e+03 0.000000000000000000e+00
1.076591290226152068e+03 1.413349613163115601e-04
1.076874305834091274e+03 0.000000000000000000e+00
