8.936861592569617869e+02 2.932945670937893379e+00
8.812637102576097732e+02 7.546615518854612168e-05
8.815154787484323151e+02 0.000000000000000000e+00
8.817672472392549707e+02 7.943805809320645458e-05
8.820190157300775127e+02 0.000000000000000000e+00
8.822707842209000546e+02 1.588761161863411350e-04
8.825225527117227102e+02 7.943805809320645458e-05
8.827743212025452522e+02 7.943805809320645458e-05
8.830260896933677941e+02 2.422860771842796695e-04
8.832778581841903360e+02 8.738186390248764185e-05
8.835296266750129917e+02 7.904086780274041180e-04
8.837813951658355336e+02 4.766283485592386461e-04
8.840331636566580755e+02 9.492847942133884149e-04
8.842849321474807311e+02 4.130779020846734825e-04
8.845367006383032731e+02 1.572873550245487652e-03
8.847884691291258150e+02 1.282924638204704752e-03
8.850402376199484706e+02 1.831047239048408598e-03
8.852920061107710126e+02 2.236181335323761225e-03
8.855437746015935545e+02 3.745504439092992629e-03
8.857955430924162101e+02 4.996653854062685363e-03
8.860473115832387521e+02 5.648045930426977626e-03
8.862990800740612940e+02 5.350153212575038154e-03
8.865508485648839496e+02 8.098710022602395933e-03
8.868026170557064916e+02 9.766909242559731683e-03
8.870543855465290335e+02 1.198720296626485347e-02
8.873061540373515754e+02 1.276966783847716981e-02
8.875579225281742310e+02 1.638807138462848936e-02
8.878096910189967730e+02 1.925578528179324247e-02
8.880614595098193149e+02 2.455033185369436682e-02
8.883132280006419705e+02 2.530499340559091287e-02
8.885649964914645125e+02 3.326865872943485930e-02
8.888167649822870544e+02 3.648192817928858772e-02
8.890685334731097100e+02 4.145475061593978383e-02
8.893203019639322520e+02 4.757942489492599653e-02
8.895720704547547939e+02 5.695708765280330099e-02
8.898238389455774495e+02 6.061123832511651488e-02
8.900756074363999915e+02 6.729197901075517629e-02
8.903273759272225334e+02 7.628833908981080825e-02
8.905791444180450753e+02 8.172190226334923036e-02
8.908309129088677309e+02 9.094068890510273451e-02
8.910826813996902729e+02 9.639013969029669449e-02
8.913344498905128148e+02 1.028921447451791871e-01
8.915862183813354704e+02 1.071500246590215144e-01
8.918379868721580124e+02 1.165356312227338459e-01
8.920897553629805543e+02 1.140373042956510236e-01
8.923415238538032099e+02 1.222909185315866620e-01
8.925932923446257519e+02 1.280064868113928722e-01
8.928450608354482938e+02 1.274265889872549240e-01
8.930968293262709494e+02 1.401366782822255075e-01
8.933485978170934914e+02 1.341073296729511366e-01
8.936003663079160333e+02 1.295952479731984908e-01
8.938521347987386889e+02 1.362005225037071221e-01
8.941039032895612308e+02 1.328085174231271870e-01
8.943556717803837728e+02 1.327846860056992317e-01
8.946074402712063147e+02 1.279310206561465324e-01
8.948592087620289703e+02 1.251348010113234599e-01
8.951109772528515123e+02 1.137155801604250310e-01
8.953627457436740542e+02 1.142120680234560010e-01
8.956145142344967098e+02 1.064152226216593528e-01
8.958662827253192518e+02 9.966298768373681172e-02
8.961180512161417937e+02 9.300607841548411137e-02
8.963698197069644493e+02 8.818816019217314006e-02
8.966215881977869913e+02 7.808363920271726988e-02
8.968733566886095332e+02 7.616521009973195588e-02
8.971251251794321888e+02 6.545298796589744950e-02
8.973768936702547308e+02 5.846243885369527965e-02
8.976286621610772727e+02 4.724578505093453284e-02
8.978804306518998146e+02 4.766283485590234320e-02
8.981321991427224702e+02 4.045383108396537891e-02
8.983839676335450122e+02 3.856320530134707547e-02
8.986357361243675541e+02 3.102850549119242837e-02
8.988875046151902097e+02 2.795822454590400977e-02
8.991392731060127517e+02 2.174616840301526327e-02
8.993910415968352936e+02 1.864014033156247488e-02
8.996428100876579492e+02 1.538715185265408791e-02
8.998945785784804912e+02 1.306358865342779896e-02
9.001463470693030331e+02 1.066455929900815038e-02
9.003981155601256887e+02 7.927918197702003150e-03
9.006498840509482307e+02 7.284469927147031038e-03
9.009016525417707726e+02 6.351072744551855206e-03
9.011534210325933145e+02 4.984738145346453465e-03
9.014051895234159701e+02 4.063256671467509532e-03
9.016569580142385121e+02 2.260012752751723412e-03
9.019087265050610540e+02 2.224265626608776161e-03
9.021604949958837096e+02 1.346475084679849259e-03
9.024122634867062516e+02 7.904086780274041180e-04
9.026640319775287935e+02 1.596704967672728627e-03
9.029158004683514491e+02 8.182119983600263805e-04
9.031675689591739911e+02 6.434482705549722211e-04
9.034193374499965330e+02 7.109706199338765905e-04
9.036711059408191886e+02 1.628480190910732014e-04
9.039228744316417306e+02 1.628480190910732014e-04
9.041746429224642725e+02 3.177522323726822699e-04
9.044264114132869281e+02 1.628480190910732014e-04
9.046781799041094700e+02 0.000000000000000000e+00
9.049299483949320120e+02 0.000000000000000000e+00
9.051817168857545539e+02 0.000000000000000000e+00
9.054334853765772095e+02 0.000000000000000000e+00
9.056852538673997515e+02 0.000000000000000000e+00
9.059370223582222934e+02 0.000000000000000000e+00
9.061887908490449490e+02 7.546615518854612168e-05
9.064405593398674910e+02 0.000000000000000000e+00
